position_group,latitude,longitude,hospital_count,hospitals,states,districts
"21.136, 79.069",21.13573405,79.0689229,2,Central Neurological Institute | Karandikar Maternity And Nursing Home,Maharashtra,Nagpur
"21.136, 79.077",21.1355004,79.0770625,2,Anjani Eye Hospital | Late Dr Anjani Mokadam Memorial Charitable Trust Anjani Eye Hospital,Maharashtra,Nagpur
"21.143, 79.107",21.1433091,79.1068667,2,Sawarkar Multi Speciality Hospital | Dr Sawarkars Multi Speciality Clinical Care Hospital,Maharashtra,Nagpur
"21.145, 79.083",21.1453998,79.0831649,2,Dr. Mangala Ketkar | Ketkar Nursing Home,Maharashtra,Nagpur
"21.166, 72.813",21.16596495,72.81332280000001,2,Purnima Clinic | Amruta Hospital,Gujarat,Surat
"21.168, 79.054",21.1679049,79.0542289,2,CGHS Dispensary No.2 | CGHS Dispensary No.\n2A,Maharashtra,Nagpur
"21.183, 72.83",21.1832575,72.8302061,2,Trupti Heart and Medical Hospital | Surat Health Service Pvt Ltd,Gujarat,Surat
"21.184, 79.117",21.1838991,79.1170673,2,Ambade Eye Hospital | Harshal Maternity Nursing Home,Maharashtra,Nagpur
"21.186, 79.071",21.1858034,79.0705042,2,Awadh Clinic and Nursing Home | Avadh Clinic and Nursing Home,Maharashtra,Nagpur
"21.19, 72.814",21.1901099,72.8139369,2,Nupur General Hospital | Kadhiwala Orthopaedic Hospital,Gujarat,Surat | Valsad
"21.192, 72.8",21.192093649999997,72.79988355,2,Apple Hospital | Prarthana Maternity and Nursing Home,Gujarat,Ahmedabad | Surat
"21.193, 81.283",21.1928238,81.282749,2,Naik Nursing Home | Vardhman Hospital,Chhattisgarh,Durg
"21.194, 81.351",21.1938475,81.3509416,2,Bhilai Nursing Home | Revival Medical Centre,Chhattisgarh,Durg
"21.204, 72.841",21.2041104,72.8412563,2,Desai Hospital | Navdeep Hospital,Gujarat,Banas kantha
"21.207, 72.797",21.2067365,72.7970535,2,Aastha Surgical Hospital | Lady Care Hospital,Gujarat,Surat
"21.211, 81.298",21.2110753,81.2979888,2,Amrit Kalash Hospital | Shree Balaji Hospital,Chhattisgarh,Durg
"21.213, 81.651",21.2134248,81.6514524,2,Sanjeevani Cbcc Usa Cancer Hospital | Narayana Hrudayalaya Mmi Hospital (Managed By Narayana Hrudayalaya Pvt Ltd - Bangalore) - Raipur,Chhattisgarh,Raipur
"21.217, 72.866",21.2174566,72.8664993,2,Vrindavan Hospital | Sanskar Children Hospital,Gujarat,Surat
"21.233, 81.635",21.233314,81.6350172,2,Bagdi Nursing Home | Janaswamy Foundation (Janaswamy Eye Clinic),Chhattisgarh,Raipur
"21.238, 81.665",21.2377647,81.6651457,2,Maa Sharda Nursing Home | Karma Hospital,Chhattisgarh,Raipur
"21.249, 81.654",21.2494064,81.6538489,2,Jeewan Memorial Hospital For Plastic Surgery and Uro | Tripathi Hospital,Chhattisgarh,Raipur
"21.252, 81.641",21.2517979,81.6407956,2,Suprita Hospital | Pt.J N M Medical College,Chhattisgarh,Raipur
"21.259, 81.645",21.2589304,81.6446049,2,Jubesta Hospital,Chhattisgarh,Raipur
"21.278, 77.524",21.2779007,77.5242089,2,Rawat Accident Hospital | Sarla Maternity and Surgical Nursing Home,Maharashtra,Amravati
"21.381, 79.746",21.3809616,79.74585450000001,2,Bhure Maternity and Children Hospital | Kochar Nursing Home,Maharashtra,Bhandara
"21.448, 80.194",21.4476204,80.1944807,2,B J Hospital and Research Institite | Balaji Nursing Home,Maharashtra,Gondia
"21.597, 71.223",21.5965827,71.2233524,2,Harikrishna Childran Hospital | Madhav Orthopaedic Hospital,Gujarat,Amreli
"21.641, 69.614",21.6412697,69.6136479,2,Arpan Maternity Hospital | Shrey Hospital and Icu,Gujarat,Porbandar
"21.714, 73.032",21.7142143,73.0316727,2,Harihar Hospital | Shri A T Shah Ayur Sarv Hospital,Gujarat,Bharuch
"21.719, 73.15",21.719148,73.1497549,2,Kasturba Hospital | Seva Rural Trust Hospital,Gujarat,Bharuch
"21.769, 72.144",21.7686046,72.1443199,2,Om Ent and Sinus Clinic | Lakhani Children Hospital,Gujarat,Bhavnagar
"21.813, 80.184",21.812876,80.1838293,2,Balaghat Hospital | Kevin Hospital,Madhya Pradesh,Balaghat
"21.833, 75.633",21.8329311,75.6333537,2,"Shada Hospital | Vijaylaxmi Hospital And Research Centre,",Madhya Pradesh,Khargone
"21.834, 75.615",21.8335244,75.6149893,2,District Hospital | Rogi Kalyan Samiti Distict Hospital,Madhya Pradesh,Khargone
"21.843, 76.356",21.8434782,76.3564929,2,Shubham Hospital | Shubam Hospital,Madhya Pradesh,Khandwa
"21.87, 73.503",21.8699113,73.5028274,2,Rajpipla Public Hospital | Usha Maternity and Surgical Hospital,Gujarat,Narmada
"21.911, 77.901",21.9108031,77.9011842,2,Lashkare Hospital | Padhar Hospital,Madhya Pradesh,Betul
"22.069, 81.686",22.0685419,81.6856808,2,Christian Hospital | Sukhnandan Hospital,Chhattisgarh,Mungeli
"22.085, 82.15",22.085048,82.15016395,2,Jachman Memorail Mission Hospital | R. B. S. Hospital,Chhattisgarh,Bilaspur
"22.172, 73.581",22.1715494,73.5814967,2,Chc- Sankheda | Shree Jalaram Eye And General Hospital,Gujarat,Vadodara
"22.176, 76.068",22.1764007,76.068199,2,Holy Cross Maternity Hospital | Jain Hospital,Madhya Pradesh,Khargone
"22.267, 70.8",22.2667609,70.799588,2,H. J Doshi Sarvajanik Hospital And Medical Resear | Harilal Jechand Doshi Sarvajanik HospitalandMedical,Gujarat,Rajkot
"22.276, 70.8",22.276491,70.8002882,2,Nakshatra Children Hospital | Shivani Hospital,Gujarat,Rajkot
"22.289, 70.799",22.2888967,70.7992173,2,Darshan Eye Care Centre | Savjiani Medico Pvt. Ltd. (Darshan Eye Care Clinic and Phaco Centre),Gujarat,Rajkot
"22.29, 70.798",22.2901202,70.7983502,2,Dhruva Eye Hospital | Parth Hospital,Gujarat,Rajkot
"22.294, 70.792",22.2936308,70.7918496,2,Dastur Hospital | Thanky Hospital,Gujarat,Rajkot
"22.301, 70.768",22.3013432,70.7677375,2,Retina Hospital | Ashka Maternity Homeand Surgical Hospital,Gujarat,Rajkot
"22.301, 73.23",22.3008284,73.2300986,2,Anuja Surgical Hospital | Indrapuri Hospital,Gujarat,Vadodara
"22.303, 73.202",22.3027535,73.2021766,2,Chintamani Orthopaedic Hospital | Dr. Anand Sudalkars Eye Clinic And Retinal Laser Centre,Gujarat,Vadodara
"22.307, 70.792",22.3074223,70.7916183,2,Dristhy Hospital | Mathur Hospital,Gujarat,Rajkot
"22.307, 73.196",22.3066529,73.1958506,2,Dr Thakorbhai V Patel Eye Institute and Sheth M L Vaduwala E | Sheth M. L. Vaduwala Eye Hospital,Gujarat,Vadodara
"22.31, 73.17",22.3096323,73.1695637,2,Hi-Tech Eye Surgery Clinic | New Vision Laser Centers,Gujarat,Vadodara
"22.313, 73.202",22.312796,73.202328,2,A Super Speciality Orthopaedics Hospital | Viroc A Super Speciality Orthopaedic Hospital,Gujarat,Vadodara
"22.314, 70.791",22.3144697,70.7905408,2,Pandit Deendayal Upadhyay Medical College (P.D.U Medical College) | Christ Hospital,Gujarat,Rajkot
"22.331, 72.623",22.3308288,72.6234847,2,Cardiac Care Center | Shri Maneklal Mohanlal Parikh Cardiac Care Centre,Gujarat,Anand
"22.344, 73.176",22.344005250000002,73.1760568,2,Ankur Children Hospital | Smita Surgical Clinic,Gujarat,Vadodara
"22.358, 73.167",22.358201049999998,73.16734875,2,Chc- Chhani | Satyam Hospital - Valpoi Sattari,Gujarat,Vadodara
"22.458, 70.066",22.457549,70.0663884,2,Oshwal Hospital | Smt.Maniben Vaghjibhai Shah Oshwal Hospital,Gujarat,Jamnagar
"22.489, 72.658",22.4888038,72.6579865,2,CHC Tarapur | Jamna Hospial,Gujarat,Anand
"22.506, 73.472",22.5063722,73.4718525,2,K.S.Sheth Sarvajanik Prasutigruh P.M.Parikh Gener | Malay Medical and Heart Hospital,Gujarat,Panchmahal
"22.539, 72.72",22.5388801,72.7200608,2,C. C. Patel Sarvajanik Hospital | CHC -Sojitra,Gujarat,Anand
"22.548, 72.925",22.5476561,72.9251379,2,Late Sarpanch V.P. Patel Memorial Hospital. Municipal Borough Hospital | S. G. Patel Ayurveda Hospital,Gujarat,Anand
"22.549, 72.929",22.5485948,72.9290413,2,Arpita Nursing Home | Kaival Hospital,Gujarat,Anand
"22.636, 75.811",22.6363845,75.8106927,2,Dr.P.S. Hardia Advanced Eye Surgery and Research Ins | Indore Cancer Foundation,Madhya Pradesh,Indore
"22.682, 72.875",22.681839,72.8754141,2,Dr Jayant Shah Hospital | Dr Solanki Hospital,Gujarat,Kheda
"22.687, 72.87",22.6865365,72.8698618,2,Aaradhna Hospital | Dr. K. V. Modi,Gujarat,Kheda
"22.689, 75.833",22.6891947,75.8330591,2,Gaur Nursing Home | Akanksha Nursing Home,Haryana | Madhya Pradesh,Kurukshetra | Indore
"22.69, 75.844",22.690303,75.843557,2,Aashirwad Nursing Home | Ashirwad Maternity and Nursing Home,Madhya Pradesh,Indore
"22.692, 72.843",22.6921892,72.8425277,2,Keya Hospitals | Prarthana Hospital,Gujarat,Kheda
"22.696, 75.855",22.6957659,75.8547941,2,Choithram Hospital and Research Centre,Madhya Pradesh,Indore
"22.7, 72.849",22.7001357,72.8485635,2,Ddmm Heart Institute | D D M M Institute Of Cardiology,Gujarat,Kheda
"22.701, 75.87",22.70131085,75.87011774999999,2,Centre For Skin And Venirial Diseases | Matrum Hospital and Maternity Home,Madhya Pradesh,Indore
"22.713, 75.841",22.7125956,75.8411395,2,Indore Netra Chikitsalay | Indore Eye Hospital,Madhya Pradesh,Indore
"22.713, 75.875",22.7125132,75.8754389,2,Vision Centre | Gurjar Hospital and Endoscopy Centre,Madhya Pradesh,Indore
"22.716, 75.856",22.7163974,75.8559145,2,Dr. R. N. Jaiswal | Gangwal Hospital,Madhya Pradesh,Indore
"22.718, 75.878",22.717870599999998,75.8780656,2,Ent Hospital and Research Center | Dr. Aditya Agarwal Eye Site,Madhya Pradesh,Indore
"22.719, 75.876",22.71929,75.875857,2,Dr Kailash Singh Nursing Home | Suraj Vision Centre,Madhya Pradesh,Indore
"22.72, 75.882",22.7203646,75.8823457,2,Global Sng Hospital - Indore | Sng Hospital,Madhya Pradesh,Indore
"22.721, 75.893",22.721423,75.893038,2,"Lahoti Medicare Pvt Ltd., | Medicare Hospital and Research Centre",Madhya Pradesh,Indore
"22.724, 75.897",22.7235035,75.8970307,2,Disha Fertility and Surgical Centre | K D Care Hospital,Madhya Pradesh,Indore
"22.726, 75.818",22.7264301,75.8178424,2,Geetanjali Hospital | Citizen Hospital,Madhya Pradesh,Indore
"22.731, 75.877",22.731337,75.876914,2,"G.K. Max Hospital , Indore | Greater Kailash Hospital",Madhya Pradesh,Indore
"22.734, 75.89",22.7341777,75.89017355,2,Vidhya Nursing Home | Life Line Hospital,Madhya Pradesh,Indore
"22.756, 75.9",22.7559912,75.8995044,2,Allied Dignostic Center and Blood Bank | Ashish Nursing Home,Madhya Pradesh,Indore
"22.764, 75.886",22.7643177,75.88604055,2,Rajshree Hospitals | Life Care Hospital,Madhya Pradesh,Indore
"22.791, 86.166",22.7907697,86.1661178,2,Nu-Life Nursing Home | Shiva Nursing Home,Jharkhand,West Singhbhum
"22.816, 70.829",22.8158929,70.8294617,2,"Jivandeep Hospital | Parth Hospital, Morbi",Gujarat,Rajkot
"22.819, 72.941",22.8187034,72.9410302,2,Lucky Hospital | Chc Mahudha,Gujarat,Kheda
"22.832, 74.263",22.8317208,74.2634159,2,Ashirwad Hospital | Chirayu Hospital,Gujarat,Dahod
"22.833, 69.356",22.8334196,69.3555988,2,Gauri Hospital - Maternity Home and Sonagraphy Centre | Harsh I.C.U and Neelam Hospital,Gujarat,Kachchh
"22.981, 72.599",22.980950149999998,72.5988403,2,"Dr, Nayan V Shah Surgical Hospital | Harshil Medical Nursing Home",Gujarat,Ahmedabad
"22.983, 71.474",22.9832248,71.474461,2,Om Surgical and Nursing Home | Ved Hospital and Maternity Home,Gujarat,Surendranagar
"22.993, 72.596",22.9926277,72.5963139,2,Eva Women's Hospital and Gynaec Endoscopy Centre | Shilp Orthopaedics And Trauma Centre,Gujarat,Ahmedabad
"22.994, 72.613",22.9943678,72.6131219,2,Killol Children Hospital | Raj Ent Hospital,Gujarat,Ahmedabad
"22.997, 72.608",22.9973381,72.6080444,2,Ashirwad Children and Eye Hospital | V and M Orthopaedic Centre,Gujarat,Ahmedabad
"23.006, 72.533",23.0057242,72.5329318,2,Sankalp Eye Hospital | Shridhaj Orthopaedic Hospital,Gujarat,Ahmedabad
"23.026, 72.562",23.0262331,72.5623124,2,Smt.NHL Municipal Medical College | C.H.Nagri Eye Hospital,Gujarat,Ahmedabad
"23.027, 72.522",23.0273062,72.5217587,2,Tulip Women's Hospital | Matulya ENT Clinic,Gujarat,Ahmedabad
"23.035, 72.566",23.0348708,72.5663963,2,Samved Orthopaedic Hospital | Sanjivani Eye Hospital and Phaco Centre,Gujarat,Ahmedabad
"23.039, 72.64",23.0388245,72.6401135,2,Ano Care Hospital | Hari Krishna Uro Surgical Hospital,Gujarat,Ahmedabad
"23.046, 72.534",23.046168,72.533821,2,Gurukul E.N.T. Hospital | Milan Orthopaedic and Fracture Hospital,Gujarat,Ahmedabad
"23.046, 72.542",23.0455997,72.5421714,2,Livewell Pain Clinic | Jaydeep Hospital,Gujarat,Ahmedabad
"23.051, 72.562",23.0505421,72.5618768,2,Chirag Surgical Hospital | Radhaswami Nursing Home,Gujarat,Ahmedabad
"23.053, 72.526",23.0528734,72.5257004,2,Indus Hospital And Iccu Pvt Ltd | Newage Medicare,Gujarat,Ahmedabad
"23.054, 72.546",23.0543323,72.545606,2,Devi Hospital | Shruti Maternity and Surgical Nursing Home,Gujarat,Ahmedabad
"23.057, 72.557",23.0569687,72.5574046,2,Nidhi Eye Hospital | Asha Maternity Hospital,Gujarat,Ahmedabad
"23.057, 72.561",23.0568889,72.5607879,2,Samata Hospital Pvt.Ltd - Ahmedabad | Dr.Saurabh Shah Orthopaedic Hospital,Gujarat,Ahmedabad
"23.058, 72.55",23.0578255,72.5495996,2,Modi Eye Care | Umiya Surgical Hospital,Gujarat,Ahmedabad
"23.062, 72.566",23.062385,72.5663858,2,Life Lie Children and Healthcare Hospital Pvt. Ltd. | Satyam Urology and Kidney Hospital Pvt. Ltd.,Gujarat,Ahmedabad
"23.065, 72.643",23.065368,72.643426,2,Rudraksh Hospital,Gujarat,Ahmedabad
"23.067, 72.562",23.0673225,72.5623968,2,Manshi Multispeciality Hospital | Navjivan Maternity and Orthopaedic Hospital,Gujarat,Ahmedabad
"23.113, 72.576",23.1126977,72.5759444,2,CHC Chandkheda,Gujarat,Ahmedabad | Gandhinagar
"23.154, 75.803",23.1540107,75.8025492,2,G.D.Birla Memorial | Shree G .D Bira Memorial Health Center,Madhya Pradesh,Ujjain
"23.16, 79.921",23.16022005,79.92103589999999,2,Dashmesh Hospital and Research Center | Ashish Hospital,Madhya Pradesh,Jabalpur
"23.163, 79.937",23.1632475,79.9369993,2,Ayushman Childrens Hospital | Jabalpur Hospital Research Centre,Madhya Pradesh,Jabalpur
"23.172, 79.915",23.1724758,79.9150724,2,Rama Chatterjee Nuring Maternity Home Frature and Ac | Saket Nursing Home,Madhya Pradesh,Jabalpur
"23.215, 77.429",23.214548,77.4293184,2,Meenakshi Hospital | Ajwani Eye Tech Centre,Madhya Pradesh,Bhopal
"23.215, 77.439",23.2153589,77.4393601,2,National Hospital For Heart and Critical Care | Sushma Hi-Tech Intensive Care Hospital and Research,Madhya Pradesh,Bhopal
"23.217, 72.642",23.216719,72.6421769,2,Tej Care Center | Shri Ram Hospital,Gujarat | Haryana,Gandhinagar | Panchkula
"23.218, 77.394",23.218288,77.3941654,2,Sharda Hospital and Diagnostic Center | Shukla Hospital and Maternity Home,Madhya Pradesh,Bhopal
"23.24, 77.406",23.2404899,77.4063625,2,Faith and Hope Hospital | Peoples General Hospital Pvt Ltd,Madhya Pradesh,Bhopal
"23.251, 77.463",23.25054605,77.4627756,2,Anantshree Multispeciality Hospital | Bhopal Memorial Hospital and Research Center,Madhya Pradesh,Bhopal
"23.264, 77.394",23.2636437,77.3937193,2,"L.B.S Hospital` | Shrinath Nursing Home,Indore",Madhya Pradesh,Bhopal
"23.271, 77.381",23.2713688,77.3812494,2,Ankur Maternity And Nursing Home | Jawaharlal Nehru Cancer Hospital and Research Centre,Madhya Pradesh,Bhopal
"23.277, 77.415",23.2769379,77.4153597,2,Agrawal Hospital | Suditi Hospital - Bhopal,Madhya Pradesh,Bhopal
"23.278, 77.403",23.2782364,77.4034124,2,Ajwani Eye Hospital | Apex Hospital,Madhya Pradesh,Bhopal
"23.298, 72.331",23.29785,72.3310025,2,Asharafi Dispensary | Jivandeep Orthopaedic Hospital,Gujarat,Mahesana
"23.33, 75.045",23.3301488,75.0447506,2,Chahar Trma Centre | Samarpan Hospital And Research Centre,Madhya Pradesh,Ratlam
"23.348, 85.851",23.3484396,85.8511827,2,Silli Nursing Home | PHC Silli,Jharkhand,Ranchi
"23.364, 85.35",23.3644346,85.3497794,2,Capital Hospitaland Reserch Centre | Ranchi Surgicare Centre,Jharkhand,Ranchi
"23.367, 85.325",23.3666425,85.3248851,2,"Pushpdeep Trauma,Replacement And Spine Clinic | Shrishti Nursing Home",Bihar,Bhagalpur
"23.373, 85.339",23.373434,85.338819,2,Debuka Nursing Home | Kamal Eye Clinic,Jharkhand,Ranchi
"23.374, 85.337",23.373572,85.3371531,2,K. C. Roy Memorial Hospital | Krishna Nursing Home,Jharkhand,Ranchi
"23.392, 85.352",23.391997,85.352257,2,Jharkhand Eye Bank Hospital and Reserch Centre | Rahat Nursing Home,Jharkhand,Lohardaga
"23.398, 85.355",23.3980889,85.3549568,2,Sanjeevani Nursing Home | Surya Hospital and Research Centre,Jharkhand,Lohardaga
"23.405, 85.485",23.4051886,85.4852488,2,PHC Angara | Rupsona Hospital and Research Centre,Jharkhand,Ranchi
"23.435, 85.321",23.4345371,85.321376,2,Kanke General Hospital And Research Centre Pvt Ltd | PHC Kanke,Jharkhand,Ranchi
"23.459, 85.092",23.4586973,85.0921648,2,Mandar Referral Hospital | Holly Family Hospital,Jharkhand,Ranchi
"23.561, 72.751",23.5609405,72.7510921,2,Parnasha Surgical Hospital | Swami Ramanand Saraswati T B Clinic and General Hos,Gujarat,Mahesana
"23.573, 85.132",23.5734821,85.1317295,2,Gandhi Nursing Home | PHC Burmu,Jharkhand,Ranchi
"23.594, 72.962",23.5936894,72.9617257,2,Vrundavan Eye Hospital | Ashay Eye Hospital,Gujarat,Ahmedabad | Sabar kantha
"23.627, 85.521",23.6271925,85.521097,2,Aman Pathological Lab | Narayan Seva Sadan,Jharkhand,Ramgarh
"23.644, 86.131",23.6437787,86.1314871,2,Shanti Health Care Hospital | Surgy Centre Maternity Cum Nursing Home,Jharkhand,Bokaro
"23.645, 86.136",23.6454162,86.1357423,2,Prudence Hospital | Surgery Center,Jharkhand,Bokaro
"23.696, 72.542",23.695974,72.5419263,2,Dr. Dahyabhai Patel Clinic | Sanjivini Charitable Trust and Aapi Hospital,Gujarat,Mahesana
"23.833, 80.397",23.8325328,80.3971781,2,G.K Hospital and Endosurgery Centre | Gurukripa Hospital and Endosurgery Centre,Madhya Pradesh,Katni
"23.851, 78.787",23.8514011,78.7869335,2,Janak Nursing Home | Narayan Hospital,Madhya Pradesh,Sagar
"24.155, 83.8",24.1548982,83.7995617,2,Garhwa Nursing Home | Gulab Hospital,Jharkhand,Garhwa
"24.16, 72.433",24.159609,72.4326297,2,Lions Club Of Charitable Trust | Shubh Jayanti Lions Orthopaedic Hospital,Gujarat,Banas kantha
"24.172, 72.435",24.1717485,72.4350053,2,Isha Heart and Medical Hospital | Vatsalya Maternity and Gynaec Hospital,Gujarat,Banas kantha
"24.172, 72.437",24.1721621,72.4372801,2,Palanpur Female Hospital | Zaveri Mangalji Vamalshi Dispensary andShree L.L.Parikh and Shri C.L.Parikh Hospital,Gujarat,Banas kantha
"24.197, 86.283",24.1972055,86.2828018,2,Navjeevan Nursing Home | Navdeep Clinic,Jharkhand,East Singhbhum | Giridih
"24.208, 84.654",24.2084411,84.6535984,2,"PHC, Pratappur | Shri Ram Sevasadan",Jharkhand,Chatra
"24.331, 72.852",24.3310019,72.8516531,2,Pushpak Hospital | Amar Hospital,Gujarat,Surat | Vadodara
"24.442, 84.592",24.4417581,84.5915294,2,Sanjevani Nursing Home | Rog Nidan Charitable Hospital,Bihar,Gaya
"24.56, 84.799",24.5595131,84.7994271,2,Dr. Kundu Poly Clinic | Rishav Nursing Home,Bihar,Gaya
"24.576, 80.842",24.5760876,80.8419307,2,Dr Jha Hospital | Joy Care Center,Madhya Pradesh,Satna
"24.58, 80.853",24.5803188,80.852989,2,Keerti Orthopaedic Home | Netra Jyoti Micro Surgery Eye Hospital and Contact Lens Centre,Madhya Pradesh,Satna
"24.59, 73.7",24.5897924,73.7002436,2,New Pragathi Nursing Home | Santhathi Infertility and Maternity Center,Karnataka,Mandya
"24.653, 85.505",24.6532356,85.5045711,2,Bharti Nursing Home | Laxmi Nursing Home,Bihar,Patna | Nawada
"24.746, 78.832",24.7456147,78.8320779,2,Christian Hospital | Matritva Maternity Home,Madhya Pradesh,Chhatarpur | Tikamgarh
"24.788, 84.987",24.7881685,84.98742195,2,Haddy Hospital and Art Center | Orthopadic Center,Bihar,Gaya
"24.789, 84.995",24.7890344,84.9950793,2,Abhineet N H and Research Centre | Al-Zahir Navjeevan Hospital and Reasearch Center,Bihar,Gaya
"24.896, 79.587",24.8956533,79.5867703,2,Dr. M.R. Bhagwat Memorial Hospital | Kalda Plastic and Cosmetic Surgery Institute and Burn Centre,Chhattisgarh,Raipur
"24.949, 84.013",24.9489545,84.0134408,2,Bindawasini N Home | Hands Clinic,Bihar,Rohtas
"25.18, 85.511",25.1803482,85.5108935,2,Khushboo Hospital | Sharwan Poly Clinic,Bihar,Nalanda
"25.199, 85.53",25.1992111,85.5295189,2,Sharda Laxmi Surgery Centre | Dr Ashwani Ent Hospital,Bihar,Nalanda
"25.243, 86.975",25.2427952,86.9754441,2,Dr. Hemant Kumar Das | Angika Nursing Home,Bihar,Banka | Bhagalpur
"25.252, 86.984",25.2519508,86.9839293,2,Satyam Matri Shishu Kendra | Sharda Hospital,Bihar,Bhagalpur
"25.327, 84.801",25.3271021,84.8007315,2,Ekram Nursing Home | Lord Buddha Research Hospital,Bihar,Patna
"25.336, 83.6",25.3359129,83.5995013,2,Sumitra Seva Sadan | Savitri Seva Sadan,Bihar,Vaishali
"25.396, 85.918",25.3961861,85.917677,2,Nazareth Hospital | U.S.Hospital,Bihar,Patna
"25.506, 86.482",25.5060221,86.4824208,2,Manju Poly Clinic | Raj Hospital And Research Centre,Bihar,Khagaria
"25.56, 84.668",25.5604346,84.6678542,2,Heera Surya Nursing Home | Orthopaedics Clinic,Bihar,Bhojpur
"25.598, 85.204",25.5977535,85.204372,2,Akriti Nursing Home | Magadh Nursing Home,Bihar,Patna
"25.605, 85.085",25.6049962,85.0846588,2,Hai Medicare and Research Institute | Getwell Hospital,Bihar,Patna
"25.606, 85.165",25.6062727,85.1650548,2,Magadh Hospital | Antar Jyoti Charitable Eye Hospital,Bihar,Patna
"25.609, 85.158",25.6090586,85.1583778,2,Magadh Hospital | Shahi Hospital (A Unit Of Abhishek Memorial Trust),Bihar,Patna
"25.609, 85.162",25.6094014,85.1615998,2,Ashutosh Nursing Home | Dr. Nirmala Rai,Bihar,Gaya | Patna
"25.75, 86.038",25.7495914,86.0379079,2,Lifeline Hospital | Mishra Nursing Home,Bihar,Samastipur
"25.864, 85.176",25.8639603,85.1764491,2,Chetnarayan Maternity Home | Stone Clinic and Modern Surgery Centre,Bihar,Vaishali
"25.873, 86.579",25.8733282,86.5791485,2,Mahaveer Hospital and Orthocare Centre | Ugratara Netra Chikitsalaya Hospital,Bihar,Saharsa
"26.116, 85.93",26.115861,85.9300161,2,"R B Memorial Hospital | Anant Arogya Neketan ,",Bihar,Darbhanga
"26.129, 85.375",26.1291321,85.3746527,2,Sight Care | Standard Diagnostics,Bihar,Muzaffarpur
"26.129, 85.376",26.1288636,85.3755816,2,Sanjeevani Clinic and Nursing Home | Healthy Home,Bihar,Muzaffarpur
"26.129, 85.905",26.1293757,85.904578,2,Arora Nursing Home | Satya Sai Nursing Home,Bihar,Darbhanga
"26.132, 86.611",26.1317087,86.6107106,2,Anant Nursing Home | Goyet Clinic,Bihar,Supaul
"26.162, 91.77",26.1620495,91.7697044,2,Nemcare Hospital | Guwahati Medical College Hospital,Assam,Kamrup
"26.192, 78.151",26.192112,78.1514712,2,Upadhyay Hospital And Research Centre Pvt Ltd - Gwalior | Garima Hospital,Madhya Pradesh,Gwalior
"26.195, 78.157",26.1953714,78.1569602,2,Dr. Kaul Hospital and Research Centre | Mundhra Nursing Home,Madhya Pradesh,Gwalior
"26.195, 78.161",26.1947626,78.1607196,2,I.P. and Dr. O.S. Dewan Memorial Hospital and Research | Dewan Memorial Hospital,Madhya Pradesh,Gwalior
"26.197, 78.161",26.1973702,78.16085915,2,Chandak Hospital | Olyai Hospital,Madhya Pradesh,Gwalior
"26.212, 78.177",26.2123249,78.1770914,2,Maheshwari Nursing Home | Arun Memorial I.C.U,Madhya Pradesh,Gwalior
"26.219, 86.078",26.218532,86.0784459,2,Haider Hospital and Reasearch Center | Jeevan Jyoti Nursing Home,Bihar,Madhubani
"26.227, 78.23",26.2271955,78.2300168,2,Gupta Hospital and Maternity Home | Kalyan Memorial And Kdj Hospital - Gwalior,Madhya Pradesh,Gwalior
"26.227, 84.364",26.2265771,84.3635782,2,Calcutta Nursing Home | Chandra Jyoti Netralaya,Bihar,Siwan
"26.344, 92.681",26.3442582,92.6809935,2,G.D.Hospital | Pkb Nursing Home Pvt Ltd,Assam,Nagaon
"26.347, 86.072",26.3468544,86.0715474,2,Nayan Jyoti Netralaya | Surgical Clinic,Bihar,Madhubani
"26.418, 85.049",26.4180749,85.0490069,2,Madan Raj Nursing Home | Susrut Shalya Chikitsha Kendra,Bihar,East Champaran
"26.445, 91.441",26.4446185,91.4410527,2,Pragati Nursing Home/Diacare | United Hospital And Research Centre,Assam,Nalbari
"26.463, 84.441",26.4626937,84.4412166,2,Medical Institute and Hospital (Dr. M. Kumar) | Surgi Uro Centre,Bihar,Gopalganj
"26.49, 90.551",26.490206,90.5512687,2,Lower Assam Hospital And Research Centre | S.M. Hospital and Diagnostic Centre,Assam,Bongaigaon
"26.559, 78.787",26.5587354,78.7872876,2,Niramaya Hospital - Bhind | Pooja Clinic,Madhya Pradesh | Maharashtra,Bhind | Latur
"26.588, 86.137",26.5883988,86.1370148,2,Jeeva Deep Charitable Trust | Dr. Uma Kant Jha,Bihar,Madhubani
"26.61, 84.857",26.6098139,84.8567932,2,Chandralekha Health Care | Vaishanavi Hospital,Bihar,East Champaran
"26.75, 94.195",26.7496881,94.1949013,2,A G Nursing Home | Sanjivani Hospital,Assam,Jorhat
"27.283, 80.832",27.2829667,80.8318247,2,Maa Dhumavati Hospital | Sewa Poly Clinic and Hospital,Bihar,Samastipur
"27.291, 95.669",27.2910662,95.6694606,2,Margherita Community Health Centre | Rontix Hospital,Assam,Tinsukia
"27.492, 77.674",27.4924134,77.673673,2,Sun Valley Hospital - Guwahati | Rajeev Memorial Health Care Centre,Assam | Bihar,Kamrup | Sitamarhi
"27.97, 77.493",27.9704158,77.4929611,2,Bala Ji Nursing Home | Dhariwal Nursing Home,Haryana,Faridabad | Palwal
"28.102, 76.993",28.1023894,76.9931074,2,City Care Hospital | City Hospital and Eye Care Centre,Haryana,Gurgaon | Mewat
