position_group,latitude,longitude,hospital_count,hospitals,states,districts
"19.033, 73.03",19.0330488,73.0296625,13,"Aastha Old Aged Care Center | Suyash Hospital | Thanawala Maternity Home | Vasan Eye Care Hospital - Vasi, Navi Mumbai | Divya Nursing Home | Eyemax Super Speciality Eye Centre | Dr Ajayan's Multispeciality Hospital | Dr. Dive S Eye Clinic | Dr.P.B.Pandes Shramasafalya Balchikista Kendra | Nidhi Eye and Skin Care Centre",Maharashtra,Thane
"19.095, 74.75",19.0952075,74.7495916,13,Mohini Hospital | Shirsath Hospital | Mahaske Hospital and Maternity Home | Deshpande Hospital | Dr V.N. Deshpandes Headinjury Centre Pvt.Ltd. | Sai Surya Netra Seva Research and Training | Shraddha Hospital | Shri Sai Endoscopy Center and Hospital | Vahadne Hospital | Anand Rishiji Hospital and Medical Research Centre,Maharashtra,Ahmednagar | Aurangabad
"19.254, 72.867",19.2539332,72.8672448,13,"Mauli Hospital | Ashirwad Maternity and Nursing Home - Dahisar | Dr Ajay Shah Pathology | Dr Worlikar's Shree Surgical and General Nursing Home | Jai Ambe Poly Clinic Nursing Home and Maternity Hosp | Life Line Hospital - Dahisar,Mumbai | Namitha Polyclinic and Hospital | Navdurga Fracture And Accident Centre | Navneet Hi-Tech | Sanghavi Eye and Diabetes Care Center",Maharashtra,Mumbai
"25.777, 87.475",25.7771391,87.4752551,13,Vinit Nursing Home | Advanced Orthopaedic and Spine Centre | Amla Health Centre | B. K. Nursing Home | Divyam Nursing Home | Laxmi Seva Sadan | Maa Pancha Devi Stone Hospital | Maa Savitri Multi Speciality Hospital | Mithila Dental Clinic | Neelam Nursing Home,Bihar,Madhepura | Purnia
"26.803, 84.517",26.802804799999997,84.5169757,13,Asha Hospital and Research Centre | Kumar Nurshing Home | Nauroz Hospital | Sai Nurshing Home | Shri Ram Health Care | Central Well Fare Hospital | Sahara Nursing Home | Central Welfare Hospital | Dr. Saroj Jaiswal | Pariwar Clinic,Bihar,West Champaran
"18.184, 74.611",18.1841352,74.6107628,12,Mamta Clinic and Nursing Home | Rukhmini Maternity and Nursing Home | Leela Gulab Hospital | Anuchandra Accidnt Hospital | Dhulabapu Kokare Memorial Hospital | Dr. Jedhe Balrugnalaya | Krishna Drishti Eye Hospital | Mehta Nursing Home | Niranjan Nursing Home (Atole Hospital) | Shivanandan Polyclinic,Maharashtra,Pune
"18.509, 73.926",18.5089197,73.9260261,12,"Abane Hospital | Alatkar Hospital | Ayurved Rugnalaya | Dr Pawar Nursing Home | Dr.Vaidya Hospital | Mams Sumatibhai Shah Ayurved Mahavidyalayas | Mohintara Hospital, Hadapsar | Mohite Eye Hospital | Shraddha Hospital | Ushakiran General Hospital",Maharashtra,Pune
"19.09, 72.909",19.0898792,72.908696,12,Amrutha Surgical And Maternity Home | Dalal Hospital | Kedia Nursing Home | Noble Hospital | Nulife Hospital | Psychiatric Clinic and Rehabiliation Centre | Sapna Health Care Centre Pvt Ltd | Shakunntala Maternity and Surgical Home | Shankutala Maternity and Surgical Home | Thakur Eye Clinic - Ghatkopar,Maharashtra,Mumbai
"20.947, 72.952",20.9467019,72.9520348,12,"Chc - Chikkali | Chc - Rumla | Sahkari Khand Udyog Mandal Ltd, (Gandevi) Sarvajanik Hospital, Kharel | Chc - Khadsupa | Aliepol Hospital | Civil - Navsari | Jay Kishan Hospital | Parmar Ortho. Hospital | Ramaben Hospital | Chc - Vasada",Gujarat | Maharashtra,Navsari | Mumbai
"21.764, 72.152",21.7644725,72.1519304,12,"Centre For Sight, Bhavnagar | Akshadeep Eye Hospital | Bagrangdas Bappa Arogyadham | Chirag Clinic | Dr. Ramesh R Virdia | Jani Meternity Home | Jeegar Hospital - Bhavnagar | Matrushree Veerbaima Nursing Home | Nice Children Hospital | P. N . R. Polio Hospital",Gujarat,Bhavnagar
"22.274, 73.188",22.274257200000005,73.1884402,12,"Centre For Sight, Manjalpur | Devpushp Meternity and Lapruscopy Hospital | Anugrah Hospital | Dr. Talati Maternity Fertility Sonography Endoscop | Anant Multispeciality Hospital | Rushabh Nursing Home and Clinic | Sanjivani Hospital | Shivam Eye Hospital | Shree Vallabh Arogya Mandir Hospital | Shree Vraj Hospital and Icu",Gujarat,Vadodara
"22.301, 73.198",22.30126076666667,73.19770220833334,12,Aditya Oral And Maxillofacial Clinic | Arihant Clinic | Chiplonkar Eye Hospital | Dr Kalpit Baxi Orthopaedic Hospital | Eye Clinic | Sankalp Hospital | Shiv Critical Care Centre | Sujay Hospital | Urja Burns Center | Vatsal Clinic,Gujarat,Vadodara
"22.609, 73.462",22.608748699999996,73.4622161,12,Jawahar Children Hospital | Kalrav Children Hospital | Kuldeep Maternity and Surgical Hospital | Mahalaxmi General and Eye Hospital | Niral Heart and Medicare and Skin Clinic | Vatsalya Maternity and Nursing Home | Yash Hospital | Chc Kalol | Laxmi Prusuti Gruh and Nursing Home | Pooja Children Hospital,Gujarat,Gandhinagar | Panchmahal
"23.179, 75.785",23.179301300000002,75.7849097,12,"Chl-Medical Centre, Ujjain | District Hospital | Pednekar Maternity and Nursing Home | Rawat Nursing Home and Helath Centre | Rogi Kaliyan Sameti Shreemant Madhavrav Sindhiya H | Ujjain Charitable Trust Hospital and Research Centre | Adinath Eye Care Centre | Dr. Rakesh Agarwal Nursing Home | Mewar Orthopaedic Hospital Pvt Ltd | Mukhiya Hoapital And Maternity Home",Madhya Pradesh,Ujjain
"28.335, 77.326",28.3346926,77.3258669,12,Amrit Clinic | Aman Hospital | Bachpan Child Hospital | Dr. Anil Nage | Faridabad Eye Care Centre | Gold Field Hospital and Research Center | Gupta Hospital | Keshav Nursing Home | Malik Hospital | Payal Medical Centre,Haryana,Faridabad
"30.168, 77.297",30.1680858,77.2969204,12,Dev Eye Hospital | Christian Hospital | Deswal Hospital Childrens and Maternity Centre | Garg Ent Hospital | Goel Hospital | S.K. Hospital - Jagadhri | S.P.Infertility and Surgical Centre Pvt. Ltd. / S.P. Hospital | Sabbarwal Hospital | City Hospital | Bansal Eye Hospital,Haryana,Ambala | Yamunanagar
"11.259, 75.78",11.2587531,75.78041,11,"Adithya Ayurvedic Hospital and Research Centre | Calicutent Centre ( Chest Hospital ) | Baby Memorial Hospital | Kozhikode District Co-Op Hospital Limited | Cradele Calicut Maternity Care Pvt. Ltd., | Aswini Hospital and Maternity Center | Medical College Hospital | Mother Mary Hospital | M.M. Hospital | Mch Unit Cheruppa",Kerala,Kozhikode | Malappuram
"13.629, 79.419",13.6287557,79.4191795,11,Eye Care Centre and Contact Lens Clinic | M.M Hospital | Meghana Hospital | Nirmala Hospitals | Prameela Hospital | Ravi Neuro and Emergency Hospital - Chittoor | Sri Venkateshwara Institute Of Medical Sciences | Srinivasa Super Speciality Hospital | Swaranamrutha Hospital | Swarna E.N.T Super Speciality Hosptial,Andhra Pradesh | Maharashtra,Chittoor | Raigarh
"15.459, 75.008",15.458923599999999,75.007808,11,Dr B.H. Kamalapur Nursing Home | Dr Ramanagoudar Hospital | Mayur Nursing Home | Prashant Nursing Home | District Government Hospital Dharwad | Medical Hospital and Reserch Institute Pvt Ltd | Sri Dharma Shala Manjunathewhwara College Of Medic | Chandannagore (S D ) Hospital | City Clinic | Dr Kh Jithuri Hospital,Karnataka,Dharwad
"16.989, 82.247",16.9890648,82.2474648,11,Bharani Hospital | Kakinada Nursing Home | Sri Gowthami Nursing Home | Sri Srinivasa Orthopaedic Centre and Nursing Home | Saipriya Maternity Hospital | Kasturi Nursing Home | Ravichandra Hospital | Sri Sai Raghavendra Super Specialities Hospital | Sri Venkata Chalapathi Nursing Home | Sri Venugopal Hospital,Andhra Pradesh,East Godavari
"18.655, 72.867",18.6553938,72.8670819,11,Dr Vaje Nursing Home | Dr. S. N. Tiwary Surgical Clinic | Laxmi I C U and Nursing Center | Laxmi Icu and Nursing Center | Prayas Hospital | R K Maternity Surgical and General Hospital | Sushrut Clinic | Vision Eye Care And Phaco Centre | Varsolkar Maternity and General Nursing Home | Ashwini Hospital- Chaul,Maharashtra,Raigarh
"19.018, 72.856",19.0176169,72.8561288,11,Dr Kiran Katar Clinic | Dr Satish Padmanabhan Clinic | Dr.Jaydeep S Khedkar | Radiation Medicine Centre Bhabha Atomic Research C | Surbhi Dental Clinic(Dr.Samata Dhuppad) | Dr.Pai Dhungat Maternity and Nursing Home | Ipc Heart Care | Dr Chetan Shetty Clinic | Shanmukhananda Jasubhai Rkshah Medical Centre | I Sight Eyecare And Surgery,Maharashtra,Mumbai | Thane
"19.12, 72.846",19.1198548,72.8464601,11,Sujata Medicare (Sujata Gyanaecology Clinic) | Ashwini Clinic | Dr Parekhs Deafness Clinic and Ent Hospital | Dr. Joshi Surgical and Maternity Hospital | Yash Neel Maternity Home | Bses Mg Hospital (Managed By)Brahma Kumari Global Hospital and Res Center | Eye And Contact Lens Clinic | Society Of The Helpers Of Mary Shraddha Vihar Hosp | Mukund Maternity And Surgical Nursing Home | Paramount General Hospital and ICCU,Maharashtra,Mumbai
"19.203, 73.874",19.2031842,73.87425,11,Dr. Mokashi Hospital | Junnarkar Hospital | Suryakant General Surgical Accident And Maternity | Tuljabhavani Hospital | Bhosale Hospital | Dr Dole General Hospital | Vighnahar Nursing Homes | Dr. Gaikar Hospital | Dr. Phapale Hospital | Dr. Wetal Hospital,Maharashtra,Pune
"20.916, 70.363",20.9158979,70.3628516,11,"Aasha Hospital | Asha Maternity and Children Hospital | Deep Darshan Eyecare Hospital(C/O Dr Thanki""S Eye Hospital) | Dr. Thanki Eye Hospital | Madhuram Hospital | Shivanand Eye Hospital | Shri Rang Hospital | Sub District Hospital-Veraval | Jagruti Clinic | Navchetan Surgical Hospital",Gujarat,Junagadh
"21.626, 73.015",21.6264236,73.0151984,11,Aatman Children Hospital | Ami Maternity Hospital | Ankleshwar Sarvajanik Hospital | Mehta Fracture and Orthopaedic Hospital | Navjeevan Hospital | Shri Ramlal Lokhandwala Netramandir | Soni Clinic | Panchal Hospital | Nishtha Eye Clinic | Nityanand Medical Hospital,Gujarat,Bharuch | Panchmahal | Vadodara
"22.471, 70.058",22.4707019,70.05773,11,"Centre For Sight, Jamnagar | Bhagde Maternity and Nursing Home | Gaurav Hospital | Guru Govindsingh Hospital | Orthopaedic Hospital | Rathi Hospital | V S Hospital | Samarpan General Hospital | Kotecha Surgical and Maternity Home | Dr.Keyur J. Baxi",Gujarat,Jamnagar
"23.055, 72.559",23.0551934,72.5585003,11,Aastha Orthopaedic Hospital | Aarambh Heart and Medical Hospital | Ankur Superspeciality Hospital | Dr. Saurabh Shah Orthopaedic Hospital | Lady Care Women's Hospital and Child Care | Riddhi Maternity Home | Sanghvi Hospital | Vivek Children Hospital | Shree Umiya Surgical Hospital | Lady Care Womens Hospital Child Care,Gujarat,Ahmedabad
"23.242, 69.667",23.2419997,69.6669324,11,Bhanushali Nursing Home | City Eye Hospital | Jiya Hospital | Matrushri Meghbai Premji and Reserach Centre | Mehta Hospital | Nanavaty Hospital | Navkar Eye Hospital and Laser Phaco Centre | Shraddha(Ent) Hospital | Vishvash Orthopaedic Hospital | Vivek Surgical Nursing Home,Gujarat,Kachchh
"28.929, 77.091",28.9287735,77.091281,11,"City Hospital | Darya Ram Hospital | Esi Dispancry | General Hospital | General Hospital, Bahadurgarh | Haryana Multispeciality Hospital - Sonipat | Janta Charitable Hospital | Memorial Hospital | Navjeevan Hospital | Sikri Hospital",Haryana,Sonipat
"30.129, 77.267",30.1290485,77.2673901,11,"Civil Hospital | Aggarwal Hospital | Chadha Hospital | Gaba Hospital | M L General Hospital | Roop Rani Free Sewa Eye Hospital | Shri Suresh Chandra Memorial Eye and General Hospit | Sihint Hospital | Waryam Singh Hospital | ESI Hospital, Jagadiri",Haryana,Yamunanagar
"15.365, 75.124",15.3647083,75.1239547,10,Dr Sr Ramanagoudar Nursing Home | Chitguppi Hospital | Sneh Childrens Hospital and Research Center | Dr.K.H.Jituri Hospital | Chaitanya Mulispeciality Hospital | Hcg Nmr Cancer Centre | Hubli Children Hospital and Research Centre (P) Ltd | Shiv Krupa Hospital And Icu | Vaatsalaya Hospital | Dr Handral Nursing Home,Karnataka,Dharwad | Haveri
"15.432, 75.638",15.432465099999998,75.6380337,10,Annapurna Eye Clinic | Kh Patil Hospital Research Centre | Prasad Nursing Home | Shirol Hospital | Basel Mission ( C.S.I ) Hospital | R.T. Kulkarni Nursing Home | Kasturba Hospital | Shobha Hospital | Anand Nursing Home | Sri Vinayaka Nursing Hom,Karnataka,Gadag
"15.479, 78.483",15.478569400000001,78.4830934,10,R V Hospital | Kvr Hospital | Madhumani Nursing Home | Narmada Nursing Home | Nayana Eye Care and Research | R R Hospital | S.V.D. Nursing Home | Shantharam General Hospital | Sree Durga Nursing Home | Swami Super Speciality Netralayam And Skin Care Centre,Andhra Pradesh,Kurnool
"15.85, 74.498",15.849695300000002,74.4976741,10,Bagawadi Eye and Dental Care | Dr. Bagewadis Eye and Dental Care Centre | Natu Hospital | Susheeldath Orthopedic Center | Yash Hospital Critical Care Center | Bapuji Ortho Pedic Centre | Sankalp Nursing Home | General Hospital | Sharada Hospital | Devaganga Maternity and Nursing Home,Karnataka,Belagavi
"16.286, 80.446",16.2861218,80.4462117,10,Adarsha Hospitals | Coastal Care Hospital | Dhulipalla Hospital Pvt Ltd | Krishna Childrens Hospital | Lalitha Super Specialty Hospital | Padmavathi Super Speciality Hospital | Prof. D. Ramakotaiah Childerns Hospital | Sri Ramakrishna Nursing Home | Yerra`S Super Speciality Hospital Pvt Ltd | Amma Hospital,Andhra Pradesh,Guntur
"16.299, 80.453",16.298858799999998,80.45266866,10,Chalsani Hospital | Guntur City Hospital-Guntur | Karumuri Super Speciality Hospital Pvt Ltd | Life Hospital | Sai Bhaskar Trauma and Emergency | Srinivasa Nursing Hom | Tulasi Multi Speciality Hospital | Veena Hospital | Teja Maternity Hospital And Poly Clinic | Quality Hospital,Andhra Pradesh,Guntur
"16.757, 81.68",16.7571731,81.6799629,10,Vamsi High Tech Super Speciality Hospital | Apple Hospital | Geeta Hospitals-Tanuku | Mullapudi Venkatarayudu Eye Centre | Sanjeevani Emergency Hospital | Sreeharsha Ent Hospital | Sri Balaji Hospital | Sri Ramakrishna Orthopaedic and Physiotherapy Center | Sri Ramana Childrens Hospital | Vamsi Superspeciality Hospital,Andhra Pradesh,West Godavari
"17.001, 81.804",17.0005383,81.8040345,10,Srihitha Children Hospital | Vishwanadha Eye and Maternity Hospital | Aravindam Ortho and Physio Centre | Sri Venkateswara Hospitals | Geetha Mullapudi Sperspeciality Dental Hospital | Netra Eye Care | Kranti Nursing Home | Royal Hospital | Sri Ram Nursing Home | Sri Srinivasa Orthopaedic Hospital,Andhra Pradesh,East Godavari
"17.72, 73.397",17.7195516,73.3968136,10,Bhagawati Netralaya | Dr Ghatkar Hospital | Dr Gokull Hopital | Dr Khade Hospital | Dr Rahul V Raje | Dr.Bade Hospital | Gharda Medical Foundation | Maniyar Childrens Hospital | Parshuram Hospital and Research Center | Meenakshi Multispecialty Hospital - Satara,Maharashtra,Pune | Ratnagiri | Satara
"18.297, 83.897",18.2969747,83.8967813,10,Mgm Hospital | Sanjeevini Hospital | Vijaya Surgical Speciality Hospital | Sri Srinivasa Nursing Home | Sri Rajeshwari Nursing Home | Revatirupathi Hospital | Srinivas Nursing Home | Susrutha Nursing Home | Vaatsalya Hospital,Andhra Pradesh,Srikakulam
"19.224, 72.867",19.2240612,72.8666469,10,"Arihant Heart and Surgical Hospital | Anand Nursing Home - Borivali (E) | Ankit Fracture, Maternity and Surgical Hospital | Crystal Hospitals | Qualitas Diagnostics Center | Ratika Hospital and Research Centre | Riddhi Eye Clinic | Robindra Nursing Home | Shivam Eye Care Centre | Shri K V O Jain Manav Seva Kendra Navneet Hospital",Maharashtra,Mumbai
"19.227, 72.984",19.2266605,72.9838366,10,Dr Malatibai Chitnis Clinic and Hospital | Criticare Superspeciality Hospital | Deodhar Hospitals Pvt. Ltd | Dr Bansal's Arogya Hospital | Dr.Kshirsagars Nursing Home | Teeth and More Multi-Speciality Clinic | Sai Hospital and Icu | Kevalya Hospital | Orthonova Hospital | Shree Sai Hospital,Maharashtra,Thane
"21.097, 81.03",21.0971034,81.0302222,10,Christian Fellowship Hospital | Ct Hospital | Parakh Nursing Home | United Hospital | PHC-Saloni | Maa Babmleshwari Dharmarth Chikitsalaya | Primary Health Centre | PHC Rengakhar,Chhattisgarh,Rajnandgaon
"21.19, 81.285",21.1904494,81.2849169,10,J L N Hospital and Research Centre | J.L.N. Hospital And Research Centre | Parvati Hospital | Netralaya | Krishna Nursing Home | Sri Bajaji Hospital | Kothari Nursing Home | Shri Ambe Hospital | Kamla Clinic and Hospital | Primary Health Centre,Chhattisgarh,Durg
"21.522, 70.458",21.522184,70.4578768,10,Dobariya Children Hospital and N.I.C.U | Dr. M.I. Vaja Hospital | Dr. N. M. Lakhani S Hospital | Geeta Maternity and Gynaec Surgical Hospital | Lakhani Hospital | Orthopaedic Hospital | N M Lakhani Hospital | Madhav Prasutigruh and Surgical Hospital | Utkarsh Hospital | Yashkamal Hospital,Gujarat,Junagadh
"22.838, 74.253",22.8379314,74.2531465,10,Community Health Centre | Aditi Eye Hospital | Chaitali Children Hospital | Chaturvedi Hospital | Kaizar Medical Nursing Home | Life Line Hospital | Nayak Hospital | Sahar Homeo Clinic | Shraddha Nursing Home | Singh Hospital,Gujarat,Dahod
"23.039, 72.631",23.0386956,72.6307533,10,Kalrav Nenotal And Children Hospital | Dr. Anjana J Savalia | Metalia Hospital and I C C U | Ranchhodrai Eye Hospital | Tapan Hospital Pvt Ltd | Tilak Hospital | Ahmedabad Diomand Association Medical Trust (Kakadiya Hospital) | Krishna Siddhivinayak Heart Centre (A Unit Of Yogeshwar Healthcare Lmt) | Smruti Opthalmic Nursing Home | Netra Raksha Hospital,Gujarat,Ahmedabad
"23.052, 72.534",23.05238785,72.5337085,10,"Sharma Hospital | Day Night Accident Hospital | Kidney And Urology Hospital | May Flower Womens Hospital Pvt. Ltd., | Neil Hospital | Rajvee Ortho Spine and Child Neuro Hospital | Shantnam Eye Care Hospital | Smruti Fracture Orthopedic Hospital | Sunflower Womens Endo Infertility and Hospital Pvt. Ltd. | Sterling Hospital Div. Of Addlife Medical Institute Pvt. Ltd.",Gujarat,Ahmedabad
"23.112, 72.573",23.1115671,72.5727621,10,Amrut Arogyadham Medical Hospital | Jeevandeep Hospital | Pushpa Children Hospital and Neonatal Care | Life Care Hospital | Satyamev Hospital | Divyajyot Eye Hospital | Pushpa Children Hospital and Critical Care Centre | Chandkheda Orth. and Surgical Hospital | Shree Sai Children Hospital,Gujarat,Ahmedabad | Gandhinagar
"23.216, 72.637",23.2156354,72.6369415,10,"Sitarama Nursing Home | Shraddhadeep Eye Hospital | Akshar Hospital | Ma Maternity and Surgical Hospital | Sri Sai Bhramarambika Nursing Home | Ila Maternity Hospital - Gandhinagar | Shree M B Patel Sarwajanik Hospital | Sheth N.N Saravajanik Hospital | Krishna Hospital, Mota Chiloda | Adarsh Nursing Home",Andhra Pradesh | Gujarat | Karnataka,Srikakulam | Gandhinagar | Ballari
"28.614, 77.209",28.6139391,77.2090212,10,Drishti Eye Centre | Lakhotia Eye Centre and Laser Institute | Gold Field Hospital and Research Center | Sukhdev Hospital | Neelkanth Hospital | Sahaj Dental Clinic | Chhabra Psychiatric Clinic | Dr.Gogias Super Speciality Dental Care Centre | Kalyani Nursing Home | Satalkar Hospital,Haryana | Maharashtra,Faridabad | Mewat | Gurgaon | Rohtak | Ahmednagar
